,skill_consistency,skill_audacity,skill_unpredictability,skill_clutch,skill_chase_iq,skill_pace_killer,skill_spin_killer,skill_hard_hitting
AA Jhunjhunwala,0.7765274670428296,0.12614678899082568,1.7590705235490713,132.5,89.28571428571429,97.67441860465115,112.5,5.779816513761468
AA Kulkarni,0.0,0.375,0.0,0.0,112.5,80.0,0.0,0.0
AA Noffke,0.0,0.08333333333333333,1.3250112108241772,0.0,75.0,75.0,0.0,0.0
AB Agarkar,0.8654438979115388,0.134375,1.8271772996274833,129.76190476190476,100.0,143.1578947368421,58.536585365853654,6.375
AB Barath,0.0,0.1744186046511628,1.635099522300614,40.0,97.67441860465115,94.73684210526315,100.0,6.976744186046512
AB Dinda,0.4826628186119808,0.04,1.2522544773348618,47.368421052631575,67.85714285714286,40.0,68.42105263157895,0.0
AB McDonald,0.8995584752895863,0.2669902912621359,1.9199255049159778,120.0,106.5217391304348,138.70967741935485,66.66666666666666,7.3786407766990285
AB de Villiers,0.8904580022874975,0.33338112991109836,2.0153382527934602,223.7795275590551,134.88529014844804,161.84759916492692,130.18050541516246,12.004588471465444
AC Blizzard,0.7215705436370907,0.6428571428571429,1.740720637844573,0.0,126.22950819672131,165.11627906976744,94.73684210526315,11.428571428571429
AC Gilchrist,0.8598866426298091,0.36463022508038584,1.8919326236213136,208.0,142.17171717171718,138.25363825363826,116.8724279835391,12.064308681672026
AC Thomas,0.0,0.13157894736842105,1.7216117239699014,105.55555555555556,117.64705882352942,100.0,140.0,7.368421052631578
AC Voges,1.2733801422666562,0.14335664335664336,1.9682149362634942,150.0,97.72727272727273,134.52380952380955,121.81818181818183,6.293706293706294
AD Hales,1.0174357090878348,0.2184873949579832,1.887181775116198,0.0,145.45454545454547,148.64864864864865,84.44444444444444,9.411764705882353
AD Mascarenhas,0.7793297861281424,0.08227848101265822,1.7399159388202543,106.66666666666667,109.375,100.0,111.11111111111111,3.79746835443038
AD Mathews,0.8943013888481806,0.167779632721202,1.8712707505425643,144.39461883408072,114.59854014598541,117.98780487804879,124.12280701754386,7.779632721202004
AD Nath,0.8066666666666666,0.10101010101010101,1.646814821502136,88.88888888888889,77.41935483870968,90.74074074074075,93.18181818181817,4.8484848484848495
AD Russell,0.8705480681111859,0.6740467404674046,1.9626924217695252,187.43801652892563,159.8302687411598,170.7269155206287,144.76190476190476,18.31488314883149
AF Milne,0.45709998961311477,0.04838709677419355,1.4474519468397147,78.94736842105263,75.86206896551724,82.6086956521739,50.0,1.9354838709677418
AG Murtaza,0.0,0.07142857142857142,1.2958363892911637,71.42857142857143,88.88888888888889,50.0,100.0,0.0
AG Paunikar,0.8976458051951177,0.16393442622950818,1.3615851700989021,0.0,92.5925925925926,62.0,163.63636363636365,0.0
AJ Finch,0.8350615691346622,0.24528301886792453,1.8973520017955767,156.15384615384616,126.21483375959079,117.41935483870967,137.05882352941177,9.64622641509434
AJ Hosein,0.0,0.22727272727272727,2.004886164091843,145.45454545454547,0.0,145.45454545454547,0.0,12.727272727272728
AJ Turner,0.43108548680366965,0.0967741935483871,1.2604408810349512,26.666666666666668,80.0,35.294117647058826,50.0,3.8709677419354835
AJ Tye,0.6098206777409113,0.189873417721519,1.9130545123702816,103.84615384615385,135.8974358974359,109.375,140.0,9.367088607594937
AK Markram,1.0069113778033136,0.22278133577310155,1.8801642991481247,173.52941176470588,132.68858800773694,133.45388788426763,124.17840375586854,9.277218664226899
AL Menaria,0.9473289086033597,0.1539509536784741,1.7826391366228744,121.53846153846153,116.15384615384616,112.22222222222223,107.6923076923077,7.520435967302452
AM Nayar,0.7890454856673603,0.17687074829931973,1.8670072457374267,158.86524822695037,112.5,117.48251748251748,96.0,7.142857142857142
AM Rahane,0.9048122647896115,0.22429228163561576,1.8803673661856621,160.16597510373444,118.71945259042033,126.98548249359523,114.70785762256548,7.96031938059521
AN Ahmed,0.8429920118560761,0.2962962962962963,1.9841973056014781,133.33333333333331,128.0,229.99999999999997,81.25,9.62962962962963
AN Ghosh,0.0,0.125,0.0,0.0,0.0,87.5,0.0,0.0
AP Dole,0.0,0.1956521739130435,2.071111001423678,160.0,157.89473684210526,200.0,120.0,9.565217391304348
